SECCION,x,y,pan,morena,pri,estrato,dif,ln,estratogeo,estratoele,estratodif,estrato_final,estrato_nombre
1643,-93.15848401631595,16.765701021992594,0.29057187017001546,0.24806800618238023,0.07418856259659969,periferia poniente norte,-0.042503863987635226,1294,4,3,3,6,Centro poniente
1641,-93.16899120251638,16.76108399257779,0.3675246025738077,0.15442846328538987,0.07380772142316427,periferia poniente norte,-0.21309613928841784,2642,4,3,3,6,Centro poniente
1640,-93.19961978258044,16.765072915174997,0.3009592326139089,0.2302158273381295,0.054436450839328535,periferia poniente norte,-0.07074340527577938,8340,4,3,4,4,Periferia sur poniente
1639,-93.18426299352893,16.765149962735787,0.15044663845792194,0.3333333333333333,0.059708509637987774,periferia poniente norte,0.18288669487541137,2127,4,2,4,4,Periferia sur poniente
1638,-93.19091617638603,16.780915491965022,0.1741431148526759,0.2832230907997595,0.05628382441371016,periferia poniente norte,0.1090799759470836,8315,4,2,4,4,Periferia sur poniente
1637,-93.1558245329336,16.78604186970524,0.24119850187265918,0.26591760299625467,0.05468164794007491,periferia poniente norte,0.02471910112359549,2670,3,3,3,6,Centro poniente
1644,-93.15504912928338,16.765594113788993,0.3127001067235859,0.2006403415154749,0.05869797225186766,periferia poniente norte,-0.11205976520811098,1874,4,3,3,6,Centro poniente
1642,-93.16114113585141,16.76551458415497,0.35396039603960394,0.2070957095709571,0.07013201320132013,periferia poniente norte,-0.14686468646864684,1212,4,3,3,6,Centro poniente
1672,-93.16549628070088,16.758857565591654,0.43016344725111444,0.18424962852897475,0.06983655274888559,periferia poniente norte,-0.2459138187221397,1346,4,3,3,6,Centro poniente
1701,-93.16310325694963,16.75477862085754,0.23937153419593346,0.28927911275415896,0.09704251386321626,periferia poniente norte,0.0499075785582255,1082,4,3,3,6,Centro poniente
1702,-93.16735714874625,16.75561835572252,0.24855156431054462,0.21147161066048667,0.07531865585168018,periferia poniente norte,-0.03707995365005795,1726,4,3,3,6,Centro poniente
1705,-93.16367461039889,16.74876709762187,0.2334723049434187,0.23764145324597974,0.07742703990470517,periferia poniente sur,0.004169148302561043,1679,4,3,3,6,Centro poniente
1704,-93.16951726388493,16.751929984518295,0.24261603375527427,0.2805907172995781,0.06223628691983123,periferia poniente sur,0.037974683544303806,1896,4,3,3,6,Centro poniente
1602,-93.09757910674686,16.81144714580333,0.11255230125523012,0.24184100418410043,0.08138075313807532,periferia oriente norte,0.1292887029288703,9560,6,3,5,5,Periferia norte
1603,-93.10727761088968,16.797791341916856,0.11584800741427248,0.22675316651220265,0.08897126969416126,periferia oriente norte,0.11090515909793017,3237,6,3,5,5,Periferia norte
1604,-93.10328678508296,16.79689708931043,0.12726194007712846,0.23850489469000297,0.07386532186294868,periferia oriente norte,0.1112429546128745,3371,6,3,5,5,Periferia norte
1605,-93.09532646874821,16.798205306364405,0.1477932636469222,0.2261904761904762,0.06997677119628339,periferia oriente norte,0.078397212543554,3444,6,3,5,5,Periferia norte
1607,-93.09397382200811,16.79224257816884,0.10675850193715024,0.27249246663796817,0.07447266465777012,periferia oriente norte,0.16573396470081792,2323,6,3,5,5,Periferia norte
1608,-93.103666579116,16.79102060015813,0.11389264772214705,0.26364456472710873,0.07938655841226883,periferia oriente norte,0.14975191700496168,4434,6,3,5,5,Periferia norte
1610,-93.09629678916744,16.777453359450544,0.24276010010725776,0.28173042545584553,0.05505899177690383,periferia oriente norte,0.03897032534858777,5594,7,3,5,5,Periferia norte
1611,-93.10277263353402,16.782837646343616,0.17782969885773625,0.29127725856697817,0.07320872274143302,periferia oriente norte,0.11344755970924192,3852,6,3,5,5,Periferia norte
1680,-93.11510534526359,16.754863771170164,0.26593959731543626,0.1686241610738255,0.040268456375838924,centro oriente sur,-0.09731543624161076,1192,3,3,3,3,Centro oriente
1681,-93.1112380372676,16.75234275141993,0.35894941634241245,0.20817120622568094,0.03599221789883268,centro oriente sur,-0.1507782101167315,1028,8,3,3,3,Centro oriente
1691,-93.11175112103479,16.74997435851524,0.3098958333333333,0.25,0.06597222222222222,centro oriente sur,-0.059895833333333315,1152,8,3,3,3,Centro oriente
1693,-93.11439849993775,16.747441586572027,0.3184782608695652,0.32065217391304346,0.09347826086956522,centro oriente sur,0.0021739130434782483,920,8,1,3,3,Centro oriente
1690,-93.10859983239915,16.746720017879916,0.27892030848329047,0.2519280205655527,0.06298200514138817,centro oriente sur,-0.02699228791773778,1556,8,3,3,3,Centro oriente
1712,-93.10496639849559,16.742507555835783,0.23164556962025318,0.3240506329113924,0.043037974683544304,centro oriente sur,0.09240506329113923,1580,8,1,1,1,Periferia sur oriente
1689,-93.1052841022287,16.74700635748389,0.28367234744365033,0.25288620120945576,0.04233095107201759,centro oriente sur,-0.030786146234194567,1819,8,3,3,3,Centro oriente
1682,-93.10467491287241,16.75018450148612,0.2946210268948655,0.22677261613691932,0.04462102689486552,centro oriente sur,-0.0678484107579462,1636,8,3,3,3,Centro oriente
1688,-93.100872379587,16.746723071303578,0.2517123287671233,0.285958904109589,0.04794520547945205,centro oriente sur,0.034246575342465724,1168,8,1,1,1,Periferia sur oriente
1714,-93.10049325994764,16.744742667165724,0.2624356775300172,0.3270440251572327,0.058319039451114926,centro oriente sur,0.06460834762721551,1749,8,1,1,1,Periferia sur oriente
1713,-93.10087593110961,16.743359689098614,0.21894218942189422,0.2958179581795818,0.06027060270602706,centro oriente sur,0.07687576875768756,1626,8,1,1,1,Periferia sur oriente
1687,-93.09781520931503,16.745559606384006,0.26406926406926406,0.23030303030303031,0.08398268398268398,centro oriente sur,-0.03376623376623375,1155,8,3,3,3,Centro oriente
1752,-93.09542246634638,16.74869310193393,0.3409395973154362,0.174496644295302,0.05100671140939597,centro oriente sur,-0.1664429530201342,745,8,3,3,3,Centro oriente
1715,-93.0992567210331,16.74170394522287,0.2182614133833646,0.3233270794246404,0.08567854909318325,centro oriente sur,0.10506566604127579,1599,8,1,1,1,Periferia sur oriente
1684,-93.09209080425718,16.746989985386474,0.2396644697423607,0.21629718394248051,0.07189934092270821,centro oriente sur,-0.023367285799880178,1669,8,3,3,3,Centro oriente
1692,-93.11177939310296,16.74692708738206,0.2556255625562556,0.28622862286228623,0.08010801080108011,centro oriente sur,0.030603060306030605,1111,8,1,3,3,Centro oriente
1626,-93.0875409352416,16.765763079473466,0.33857677902621724,0.2898876404494382,0.0651685393258427,centro oriente norte,-0.048689138576779034,1335,7,3,3,3,Centro oriente
1657,-93.08808455385301,16.762522059915586,0.2914356130622304,0.22982131854590265,0.06685150955021565,centro oriente norte,-0.06161429451632777,3246,7,3,3,3,Centro oriente
1655,-93.09320826510462,16.76218382072025,0.3218599033816425,0.2644927536231884,0.06884057971014493,centro oriente norte,-0.057367149758454083,1656,7,3,3,3,Centro oriente
1667,-93.11228356451637,16.755787925049116,0.23905429071803852,0.13572679509632224,0.03327495621716287,centro oriente sur,-0.10332749562171628,1142,3,3,3,3,Centro oriente
1666,-93.10033778741636,16.7529021970225,0.296957671957672,0.25066137566137564,0.0582010582010582,centro oriente sur,-0.046296296296296335,1512,8,3,3,3,Centro oriente
1612,-93.10793742421343,16.777050957325564,0.19543343653250775,0.28753869969040247,0.05263157894736842,periferia oriente norte,0.09210526315789472,2584,3,3,5,5,Periferia norte
